607			27.832			65.375			1.5385			120
608			28.125			65.991			1.5201			117.83
609			28.418			66.606			1.5018			115.67
610			28.711			67.221			1.4835			113.5
611			29.004			67.836			1.4652			111.33
612			29.297			68.451			1.4469			109.17
613			29.59			69.066			1.4286			107
614			29.883			71.037			1.3968			104.67
615			30.176			73.007			1.3651			102.33
616			30.469			74.977			1.3333			100
617			30.762			75.715			1.3125			98
618			31.055			76.453			1.2917			96
619			31.348			77.19			1.2708			94
620			31.641			77.928			1.25			92
621			31.934			78.851			1.2405			90.5
622			32.227			79.773			1.2311			89
623			32.52			80.696			1.2216			87.5
624			32.812			81.619			1.2121			86
625			33.105			95.372			1.0811			77
626			33.398			95.442			1.0526			75
627			33.691			97.999			1.0351			73
628			33.984			100.56			1.0175			71
629			34.277			103.11			1			69
630			34.57			107.65			0.97561			66
631			34.863			107.59			0.96452			64.667
632			35.156			107.53			0.95344			63.333
633			35.449			107.46			0.94235			62
634			35.742			107.4			0.93126			60.667
635			36.035			107.34			0.92018			59.333
636			36.328			107.27			0.90909			58
637			36.621			111.92			0.88933			55
638			36.914			116.57			0.86957			52
639			37.207			121.77			0.83333			48
640			37.5			128.1			0.8			44
641			37.793			128.37			0.78815			43.2
642			38.086			128.65			0.7763			42.4
643			38.379			128.92			0.76444			41.6
644			38.672			129.19			0.75259			40.8
645			38.965			129.47			0.74074			40
646			39.258			131.58			0.72751			38.5
647			39.551			133.69			0.71429			37
648			39.844			139.93			0.68966			33
649			40.137			141.9			0.67672			31.4
650			40.43			143.87			0.66379			29.8
651			40.723			145.83			0.65086			28.2
652			41.016			147.8			0.63793			26.6
653			41.309			149.77			0.625			25
654			41.602			163.43			0.60606			19
655			41.895			168.3			0.59153			16.5
656			42.188			173.18			0.577			14
657			42.48			178.05			0.56247			11.5
658			42.773			182.93			0.54795			9
659			43.066			183.98			0.53997			8.1111
660			43.359			185.04			0.532			7.2222
661			43.652			186.09			0.52403			6.3333
662			43.945			187.15			0.51605			5.4444
663			44.238			188.2			0.50808			4.5556
664			44.531			189.26			0.50011			3.6667
665			44.824			190.31			0.49214			2.7778
666			45.117			191.37			0.48416			1.8889
667			45.41			192.42			0.47619			1
668			45.703			194.66			0.47059			-0
669			45.996			203.73			0.46001			-4
670			46.289			212.79			0.44944			-8
671			46.582			213.44			0.43851			-8
672			46.875			214.08			0.42759			-8
673			47.168			214.73			0.41667			-8
674			47.461			219.06			0.40833			-10
675			47.754			223.39			0.4			-12
676			48.047			228.51			0.39273			-14
677			48.34			233.62			0.38545			-16
678			48.633			238.74			0.37818			-18
679			48.926			243.86			0.37091			-20
680			49.219			248.98			0.36364			-22
681			49.512			253.15			0.35606			-23.5
682			49.805			257.33			0.34848			-25
683			50.098			261.5			0.34091			-26.5
684			50.391			265.67			0.33333			-28
685			50.684			268.07			0.32667			-28.5
686			50.977			270.46			0.32			-29
687			51.27			274.83			0.31284			-30.333
688			51.562			279.19			0.30567			-31.667
689			51.855			283.56			0.29851			-33
690			52.148			291.73			0.29333			-36
691			52.441			299.91			0.28814			-39
692			52.734			308.08			0.28296			-42
693			53.027			316.26			0.27778			-45
694			53.32			329.42			0.26876			-48
695			53.613			342.57			0.25974			-51
696			53.906			347.39			0.25496			-52
697			54.199			352.21			0.25018			-53
698			54.492			357.03			0.2454			-54
699			54.785			368.61			0.24035			-58
700			55.078			380.19			0.23529			-62
700			55.078			380.19			0.23529			-62
