607			27.832			65.375			1.5385			120
613			29.59			69.066			1.4286			107
616			30.469			74.977			1.3333			100
620			31.641			77.928			1.25			92
624			32.812			81.619			1.2121			86
625			33.105			95.372			1.0811			77
626			33.398			95.442			1.0526			75
629			34.277			103.11			1			69
630			34.57			107.65			0.97561			66
636			36.328			107.27			0.90909			58
638			36.914			116.57			0.86957			52
639			37.207			121.77			0.83333			48
640			37.5			128.1			0.8			44
645			38.965			129.47			0.74074			40
647			39.551			133.69			0.71429			37
648			39.844			139.93			0.68966			33
653			41.309			149.77			0.625			25
654			41.602			163.43			0.60606			19
658			42.773			182.93			0.54795			9
667			45.41			192.42			0.47619			1
668			45.703			194.66			0.47059			-0
670			46.289			212.79			0.44944			-8
673			47.168			214.73			0.41667			-8
675			47.754			223.39			0.4			-12
680			49.219			248.98			0.36364			-22
684			50.391			265.67			0.33333			-28
686			50.977			270.46			0.32			-29
689			51.855			283.56			0.29851			-33
693			53.027			316.26			0.27778			-45
695			53.613			342.57			0.25974			-51
698			54.492			357.03			0.2454			-54
700			55.078			380.19			0.23529			-62
700			55.078			380.19			0.23529			-62
